date,hour,total_sales
2023-03-18,15,245.16
2023-03-18,16,745.31
2023-03-18,17,391.62
2023-03-18,18,916.54
2023-03-18,19,848.4
2023-03-18,20,275.95
2023-03-18,21,791.91
2023-03-19,8,399.08
2023-03-19,9,425.42
2023-03-19,10,915.5
2023-03-19,11,297.54
2023-03-19,12,1031.1
2023-03-19,13,1198.09
2023-03-19,14,666.35
2023-03-19,15,302.88
2023-03-19,16,1037.05
2023-03-19,17,840.17
2023-03-19,18,487.3
2023-03-19,19,939.41
2023-03-19,20,458.8
2023-03-19,21,708.42
2023-03-20,8,329.06
2023-03-20,9,200.4
2023-03-20,10,415.99
2023-03-20,11,656.78
2023-03-20,12,786.06
2023-03-20,13,675.24
2023-03-20,14,502.38
2023-03-20,15,84.24
2023-03-20,16,793.84
2023-03-20,17,469.3
2023-03-20,18,528.94
2023-03-20,19,105.18
2023-03-20,20,404.57
2023-03-20,21,298.38
2023-03-21,8,190.32
2023-03-21,9,334.24
2023-03-21,10,189.22
2023-03-21,11,305.46
2023-03-21,12,268.27
2023-03-21,13,256.53
2023-03-21,14,238.44
2023-03-21,15,155.77
2023-03-21,16,396.92
2023-03-21,17,607.91
2023-03-21,18,165.44
2023-03-21,19,316.4
2023-03-21,20,581.49
2023-03-21,21,269.39
2023-03-22,8,132.14
2023-03-22,9,347.7
2023-03-22,10,483.09
2023-03-22,11,524.32
2023-03-22,12,955.59
2023-03-22,13,700.99
2023-03-22,14,491.94
2023-03-22,15,400.07
2023-03-22,16,851.38
2023-03-22,17,172.35
2023-03-22,18,882.96
2023-03-22,19,477.12
2023-03-22,20,183.1
2023-03-22,21,283.65
2023-03-23,8,365.62
2023-03-23,9,158.76
2023-03-23,10,416.75
2023-03-23,11,526.65
2023-03-23,12,645.69
2023-03-23,13,467.74
2023-03-23,14,332.02
2023-03-23,15,415.35
2023-03-23,16,427.56
2023-03-23,17,367.87
2023-03-23,18,471.22
2023-03-23,19,168.88
2023-03-23,20,386.98
2023-03-23,21,47.2
2023-03-24,8,445.33
2023-03-24,9,531.11
2023-03-24,10,89.41
2023-03-24,11,745.16
2023-03-24,12,281.99
2023-03-24,13,225.31
2023-03-24,14,445.99
2023-03-24,15,288.59
2023-03-24,16,701.65
2023-03-24,17,454.4
2023-03-24,18,560.58
2023-03-24,19,354.67
2023-03-24,20,348.69
2023-03-24,21,137.71
2023-03-25,8,642.97
2023-03-25,9,924.36
2023-03-25,10,213.43
2023-03-25,11,366.79
2023-03-25,12,492.33
2023-03-25,13,431.82
2023-03-25,14,406.71
2023-03-25,15,992.11
2023-03-25,16,760.92
2023-03-25,17,800.14
2023-03-25,18,1030.78
2023-03-25,19,420.73
2023-03-25,20,866.62
2023-03-25,21,913.58
2023-03-26,8,750.15
2023-03-26,9,264.72
2023-03-26,10,999.51
2023-03-26,11,935.22
2023-03-26,12,335.2
2023-03-26,13,643.67
2023-03-26,14,822.66
2023-03-26,15,285.04
2023-03-26,16,336.63
2023-03-26,17,1085.11
2023-03-26,18,527.85
2023-03-26,19,343.99
2023-03-26,20,746.15
2023-03-26,21,1026.06
2023-03-27,8,216.58
2023-03-27,9,87.65
2023-03-27,10,108.28
2023-03-27,11,332.76
2023-03-27,12,186.11
2023-03-27,13,345.73
2023-03-27,14,459.68
2023-03-27,15,551.27
2023-03-27,16,672.8
2023-03-27,17,328.53
2023-03-27,18,658.96
2023-03-27,19,320.44
2023-03-27,20,533.49
2023-03-27,21,119.24
2023-03-28,8,211.33
2023-03-28,9,262.87
2023-03-28,10,472.93
2023-03-28,11,371.42
2023-03-28,12,315.15
2023-03-28,13,607.22
2023-03-28,14,295.26
2023-03-28,15,135.34
2023-03-28,16,562.8
2023-03-28,17,416.77
2023-03-28,18,885.34
2023-03-28,19,219.33
2023-03-28,20,246.0
2023-03-28,21,269.1
2023-03-29,8,338.57
2023-03-29,9,455.17
2023-03-29,10,255.73
2023-03-29,11,724.98
2023-03-29,12,529.31
2023-03-29,13,339.23
2023-03-29,14,386.02
2023-03-29,15,417.84
2023-03-29,16,707.21
2023-03-29,17,161.65
2023-03-29,18,548.6
2023-03-29,19,422.71
2023-03-29,20,119.9
2023-03-29,21,259.42
2023-03-30,8,146.81
2023-03-30,9,389.71
2023-03-30,10,245.91
2023-03-30,11,459.73
2023-03-30,12,331.96
2023-03-30,13,877.17
2023-03-30,14,204.21
2023-03-30,15,262.65
2023-03-30,16,550.76
2023-03-30,17,578.13
2023-03-30,18,549.8
2023-03-30,19,189.43
2023-03-30,20,718.49
2023-03-30,21,314.97
2023-03-31,8,454.7
2023-03-31,9,456.32
2023-03-31,10,497.36
2023-03-31,11,334.52
2023-03-31,12,364.43
2023-03-31,13,195.46
2023-03-31,14,437.17
2023-03-31,15,113.75
2023-03-31,16,545.25
2023-03-31,17,371.8
2023-03-31,18,221.12
2023-03-31,19,222.88
2023-03-31,20,189.18
2023-03-31,21,280.05
2023-04-01,8,795.93
2023-04-01,9,1075.45
2023-04-01,10,1210.59
2023-04-01,11,941.75
2023-04-01,12,670.24
2023-04-01,13,955.48
2023-04-01,14,714.0
2023-04-01,15,346.29
2023-04-01,16,1086.48
2023-04-01,17,1144.38
2023-04-01,18,871.62
2023-04-01,19,268.62
2023-04-01,20,514.47
2023-04-01,21,1035.88
2023-04-02,8,660.54
2023-04-02,9,893.25
2023-04-02,10,470.7
2023-04-02,11,853.56
2023-04-02,12,1421.61
2023-04-02,13,791.41
2023-04-02,14,663.19
2023-04-02,15,429.8
2023-04-02,16,1036.66
2023-04-02,17,1081.43
2023-04-02,18,1083.0
2023-04-02,19,257.8
2023-04-02,20,244.29
2023-04-02,21,328.59
2023-04-03,8,363.91
2023-04-03,9,395.91
2023-04-03,10,372.34
2023-04-03,11,240.96
2023-04-03,12,437.37
2023-04-03,13,158.61
2023-04-03,14,295.69
2023-04-03,15,129.87
2023-04-03,16,861.98
2023-04-03,17,372.64
2023-04-03,18,591.43
2023-04-03,19,114.25
2023-04-03,20,460.31
2023-04-03,21,202.33
2023-04-04,8,245.39
2023-04-04,9,124.33
2023-04-04,10,392.26
2023-04-04,11,624.21
2023-04-04,12,1016.9
2023-04-04,13,496.8
2023-04-04,14,290.26
2023-04-04,15,127.1
2023-04-04,16,773.13
2023-04-04,17,550.1
2023-04-04,18,582.01
2023-04-04,19,243.63
2023-04-04,20,296.66
2023-04-04,21,352.32
2023-04-05,8,407.57
2023-04-05,9,83.72
2023-04-05,10,202.65
2023-04-05,11,550.65
2023-04-05,12,602.61
2023-04-05,13,532.63
2023-04-05,14,666.46
2023-04-05,15,458.55
2023-04-05,16,324.49
2023-04-05,17,376.94
2023-04-05,18,647.14
2023-04-05,19,331.76
2023-04-05,20,224.92
2023-04-05,21,545.05
2023-04-06,8,214.53
2023-04-06,9,319.7
2023-04-06,10,630.34
2023-04-06,11,531.04
2023-04-06,12,350.93
2023-04-06,13,631.61
2023-04-06,14,179.75
2023-04-06,15,474.39
2023-04-06,16,467.59
2023-04-06,17,220.12
2023-04-06,18,481.78
2023-04-06,19,232.54
2023-04-06,20,344.89
2023-04-06,21,280.65
2023-04-07,8,410.62
2023-04-07,9,548.32
2023-04-07,10,392.02
2023-04-07,11,586.3
2023-04-07,12,570.41
2023-04-07,13,473.02
2023-04-07,14,375.34
2023-04-07,15,98.23
2023-04-07,16,554.66
2023-04-07,17,700.22
2023-04-07,18,655.73
2023-04-07,19,220.14
2023-04-07,20,398.7
2023-04-07,21,187.08
2023-04-08,8,643.0
2023-04-08,9,552.36
2023-04-08,10,297.09
2023-04-08,11,487.14
2023-04-08,12,907.15
2023-04-08,13,371.87
2023-04-08,14,272.56
2023-04-08,15,228.13
2023-04-08,16,1018.07
2023-04-08,17,505.21
2023-04-08,18,1218.56
2023-04-08,19,536.94
2023-04-08,20,521.75
2023-04-08,21,609.69
2023-04-09,8,340.39
2023-04-09,9,271.51
2023-04-09,10,258.81
2023-04-09,11,512.81
2023-04-09,12,256.98
2023-04-09,13,513.87
2023-04-09,14,292.66
2023-04-09,15,1089.0
2023-04-09,16,860.03
2023-04-09,17,420.69
2023-04-09,18,1211.44
2023-04-09,19,440.55
2023-04-09,20,427.43
2023-04-09,21,775.19
2023-04-10,8,214.15
2023-04-10,9,452.08
2023-04-10,10,500.61
2023-04-10,11,594.84
2023-04-10,12,317.12
2023-04-10,13,187.23
2023-04-10,14,355.85
2023-04-10,15,166.61
2023-04-10,16,234.65
2023-04-10,17,478.05
2023-04-10,18,491.73
2023-04-10,19,380.2
2023-04-10,20,241.75
2023-04-10,21,270.25
2023-04-11,8,243.52
2023-04-11,9,294.79
2023-04-11,10,94.96
2023-04-11,11,176.43
2023-04-11,12,357.03
2023-04-11,13,604.3
2023-04-11,14,207.4
2023-04-11,15,185.28
2023-04-11,16,450.52
2023-04-11,17,755.75
2023-04-11,18,342.95
2023-04-11,19,265.86
2023-04-11,20,505.93
2023-04-11,21,431.4
2023-04-12,8,389.54
2023-04-12,9,225.62
2023-04-12,10,299.92
2023-04-12,11,684.58
2023-04-12,12,437.42
2023-04-12,13,353.82
2023-04-12,14,314.95
2023-04-12,15,427.95
2023-04-12,16,476.49
2023-04-12,17,813.98
2023-04-12,18,279.33
2023-04-12,19,265.25
2023-04-12,20,435.01
2023-04-12,21,198.15
2023-04-13,8,438.37
2023-04-13,9,293.71
2023-04-13,10,338.12
2023-04-13,11,221.2
2023-04-13,12,363.97
2023-04-13,13,273.21
2023-04-13,14,278.9
2023-04-13,15,262.5
2023-04-13,16,248.9
2023-04-13,17,436.82
2023-04-13,18,676.06
2023-04-13,19,171.69
2023-04-13,20,478.2
2023-04-13,21,119.9
2023-04-14,8,648.87
2023-04-14,9,363.28
2023-04-14,10,527.61
2023-04-14,11,206.04
2023-04-14,12,308.12
2023-04-14,13,323.81
2023-04-14,14,79.17
2023-04-14,15,222.88
2023-04-14,16,163.41
2023-04-14,17,384.46
2023-04-14,18,148.75
2023-04-14,19,547.97
2023-04-14,20,70.12
2023-04-14,21,308.57
2023-04-15,8,172.16
2023-04-15,9,295.27
2023-04-15,10,439.68
2023-04-15,11,288.1
2023-04-15,12,1278.42
2023-04-15,13,226.91
2023-04-15,14,621.94
2023-04-15,15,858.76
2023-04-15,16,373.84
2023-04-15,17,1122.41
2023-04-15,18,1340.17
2023-04-15,19,357.56
2023-04-15,20,880.11
2023-04-15,21,576.07
2023-04-16,8,761.37
2023-04-16,9,220.77
2023-04-16,10,691.46
2023-04-16,11,1387.29
2023-04-16,12,559.95
2023-04-16,13,972.94
2023-04-16,14,254.07
2023-04-16,15,831.46
2023-04-16,16,563.97
2023-04-16,17,352.75
2023-04-16,18,990.12
2023-04-16,19,409.78
2023-04-16,20,298.03
2023-04-16,21,617.52
2023-04-17,8,548.28
2023-04-17,9,64.22
2023-04-17,10,211.85
2023-04-17,11,158.28
2023-04-17,12,385.19
2023-04-17,13,627.8
2023-04-17,14,101.01
2023-04-17,15,271.1
2023-04-17,16,299.62
2023-04-17,17,412.52
2023-04-17,18,244.9
2023-04-17,19,488.56
2023-04-17,20,172.36
2023-04-17,21,499.83
2023-04-18,8,140.7
2023-04-18,9,473.63
2023-04-18,10,206.56
2023-04-18,11,618.7
2023-04-18,12,315.55
2023-04-18,13,163.27
2023-04-18,14,429.22
2023-04-18,15,243.69
2023-04-18,16,271.33
2023-04-18,17,469.02
2023-04-18,18,676.5
2023-04-18,19,409.44
2023-04-18,20,412.05
2023-04-18,21,248.33
2023-04-19,8,466.08
2023-04-19,9,378.59
2023-04-19,10,347.8
2023-04-19,11,331.34
2023-04-19,12,417.24
2023-04-19,13,558.83
2023-04-19,14,108.52
2023-04-19,15,356.14
2023-04-19,16,564.54
2023-04-19,17,461.66
2023-04-19,18,968.73
2023-04-19,19,332.79
2023-04-19,20,188.87
2023-04-19,21,147.53
2023-04-20,8,478.87
2023-04-20,9,256.71
2023-04-20,10,285.78
2023-04-20,11,822.98
2023-04-20,12,236.25
2023-04-20,13,208.89
2023-04-20,14,141.59
2023-04-20,15,86.39
2023-04-20,16,493.79
2023-04-20,17,577.97
2023-04-20,18,321.73
2023-04-20,19,440.77
2023-04-20,20,259.61
2023-04-20,21,407.48
2023-04-21,8,377.39
2023-04-21,9,392.71
2023-04-21,10,217.37
2023-04-21,11,625.16
2023-04-21,12,317.6
2023-04-21,13,153.72
2023-04-21,14,93.9
2023-04-21,15,318.13
2023-04-21,16,343.36
2023-04-21,17,463.0
2023-04-21,18,589.14
2023-04-21,19,143.47
2023-04-21,20,267.64
2023-04-21,21,533.18
2023-04-22,8,901.6
2023-04-22,9,822.59
2023-04-22,10,1182.42
2023-04-22,11,760.94
2023-04-22,12,1148.18
2023-04-22,13,1148.79
2023-04-22,14,1076.9
2023-04-22,15,577.17
2023-04-22,16,599.02
2023-04-22,17,496.22
2023-04-22,18,607.36
2023-04-22,19,962.71
2023-04-22,20,324.01
2023-04-22,21,849.71
2023-04-23,8,904.37
2023-04-23,9,306.87
2023-04-23,10,248.44
2023-04-23,11,785.47
2023-04-23,12,382.12
2023-04-23,13,895.39
2023-04-23,14,990.48
2023-04-23,15,884.17
2023-04-23,16,936.58
2023-04-23,17,316.4
2023-04-23,18,541.4
2023-04-23,19,228.71
2023-04-23,20,555.18
2023-04-23,21,876.4
2023-04-24,8,118.71
2023-04-24,9,505.35
2023-04-24,10,159.0
2023-04-24,11,189.42
2023-04-24,12,196.76
2023-04-24,13,505.65
2023-04-24,14,436.68
2023-04-24,15,494.61
2023-04-24,16,723.95
2023-04-24,17,502.66
2023-04-24,18,940.84
2023-04-24,19,91.88
2023-04-24,20,326.71
2023-04-24,21,212.15
2023-04-25,8,347.49
2023-04-25,9,332.02
2023-04-25,10,220.06
2023-04-25,11,246.79
2023-04-25,12,399.84
2023-04-25,13,181.31
2023-04-25,14,162.87
2023-04-25,15,307.94
2023-04-25,16,761.83
2023-04-25,17,169.18
2023-04-25,18,405.78
2023-04-25,19,366.3
2023-04-25,20,299.04
2023-04-25,21,305.08
2023-04-26,8,293.61
2023-04-26,9,532.3
2023-04-26,10,240.9
2023-04-26,11,845.44
2023-04-26,12,394.91
2023-04-26,13,702.52
2023-04-26,14,350.18
2023-04-26,15,368.96
2023-04-26,16,523.98
2023-04-26,17,651.9
2023-04-26,18,424.15
2023-04-26,19,391.88
2023-04-26,20,317.73
2023-04-26,21,161.7
2023-04-27,8,317.66
2023-04-27,9,378.31
2023-04-27,10,170.85
2023-04-27,11,105.43
2023-04-27,12,399.39
2023-04-27,13,835.1
2023-04-27,14,253.74
2023-04-27,15,172.36
2023-04-27,16,364.72
2023-04-27,17,584.89
2023-04-27,18,270.67
2023-04-27,19,372.57
2023-04-27,20,108.71
2023-04-27,21,177.23
2023-04-28,8,464.45
2023-04-28,9,260.46
2023-04-28,10,328.92
2023-04-28,11,434.47
2023-04-28,12,704.1
2023-04-28,13,956.81
2023-04-28,14,264.76
2023-04-28,15,542.48
2023-04-28,16,435.85
2023-04-28,17,573.36
2023-04-28,18,325.89
2023-04-28,19,515.05
2023-04-28,20,210.15
2023-04-28,21,280.7
2023-04-29,8,230.93
2023-04-29,9,484.25
2023-04-29,10,577.59
2023-04-29,11,327.93
2023-04-29,12,404.74
2023-04-29,13,750.05
2023-04-29,14,730.55
2023-04-29,15,657.69
2023-04-29,16,342.79
2023-04-29,17,649.55
2023-04-29,18,436.61
2023-04-29,19,661.01
2023-04-29,20,518.63
2023-04-29,21,250.13
2023-04-30,8,303.93
2023-04-30,9,577.25
2023-04-30,10,641.42
2023-04-30,11,542.15
2023-04-30,12,1407.77
2023-04-30,13,532.17
2023-04-30,14,455.3
2023-04-30,15,782.63
2023-04-30,16,562.4
2023-04-30,17,1321.15
2023-04-30,18,396.14
2023-04-30,19,609.53
2023-04-30,20,591.4
2023-04-30,21,608.63
2023-05-01,8,417.0
2023-05-01,9,316.98
2023-05-01,10,124.59
2023-05-01,11,192.54
2023-05-01,12,481.6
2023-05-01,13,195.37
2023-05-01,14,364.93
2023-05-01,15,230.64
2023-05-01,16,706.9
2023-05-01,17,321.54
2023-05-01,18,603.21
2023-05-01,19,301.63
2023-05-01,20,105.5
2023-05-01,21,429.0
2023-05-02,8,425.95
2023-05-02,9,239.2
2023-05-02,10,306.78
2023-05-02,11,282.23
2023-05-02,12,654.44
2023-05-02,13,616.53
2023-05-02,14,180.93
2023-05-02,15,145.77
2023-05-02,16,223.8
2023-05-02,17,524.53
2023-05-02,18,495.94
2023-05-02,19,307.93
2023-05-02,20,591.86
2023-05-02,21,169.47
2023-05-03,8,205.74
2023-05-03,9,177.4
2023-05-03,10,248.36
2023-05-03,11,598.26
2023-05-03,12,302.5
2023-05-03,13,174.66
2023-05-03,14,395.5
2023-05-03,15,500.83
2023-05-03,16,629.8
2023-05-03,17,604.05
2023-05-03,18,489.86
2023-05-03,19,231.39
2023-05-03,20,524.36
2023-05-03,21,356.53
2023-05-04,8,512.09
2023-05-04,9,141.59
2023-05-04,10,230.23
2023-05-04,11,218.36
2023-05-04,12,564.47
2023-05-04,13,687.64
2023-05-04,14,125.67
2023-05-04,15,299.55
2023-05-04,16,382.9
2023-05-04,17,275.03
2023-05-04,18,568.32
2023-05-04,19,567.69
2023-05-04,20,138.89
2023-05-04,21,476.94
2023-05-05,8,129.29
2023-05-05,9,308.0
2023-05-05,10,327.31
2023-05-05,11,494.91
2023-05-05,12,752.37
2023-05-05,13,289.3
2023-05-05,14,283.0
2023-05-05,15,254.63
2023-05-05,16,346.67
2023-05-05,17,231.32
2023-05-05,18,903.45
2023-05-05,19,148.53
2023-05-05,20,243.48
2023-05-05,21,281.1
2023-05-06,8,446.72
2023-05-06,9,797.92
2023-05-06,10,264.73
2023-05-06,11,1279.32
2023-05-06,12,1147.59
2023-05-06,13,634.58
2023-05-06,14,725.13
2023-05-06,15,750.44
2023-05-06,16,1007.16
2023-05-06,17,422.7
2023-05-06,18,1474.96
2023-05-06,19,1005.12
2023-05-06,20,790.9
2023-05-06,21,692.03
2023-05-07,8,296.85
2023-05-07,9,330.85
2023-05-07,10,327.76
2023-05-07,11,629.4
2023-05-07,12,697.26
2023-05-07,13,762.51
2023-05-07,14,1087.57
2023-05-07,15,1070.92
2023-05-07,16,1239.58
2023-05-07,17,981.52
2023-05-07,18,666.85
2023-05-07,19,585.23
2023-05-07,20,703.0
2023-05-07,21,586.25
2023-05-08,8,110.48
2023-05-08,9,466.95
2023-05-08,10,320.8
2023-05-08,11,478.0
2023-05-08,12,418.43
2023-05-08,13,249.88
2023-05-08,14,273.95
2023-05-08,15,149.55
2023-05-08,16,347.41
2023-05-08,17,293.89
2023-05-08,18,483.52
2023-05-08,19,266.02
2023-05-08,20,399.79
2023-05-08,21,326.76
2023-05-09,8,293.8
2023-05-09,9,365.44
2023-05-09,10,164.76
2023-05-09,11,365.08
2023-05-09,12,342.51
2023-05-09,13,391.49
2023-05-09,14,151.31
2023-05-09,15,368.66
2023-05-09,16,536.72
2023-05-09,17,241.39
2023-05-09,18,525.85
2023-05-09,19,550.07
2023-05-09,20,292.85
2023-05-09,21,431.13
2023-05-10,8,137.76
2023-05-10,9,188.55
2023-05-10,10,255.34
2023-05-10,11,395.69
2023-05-10,12,643.12
2023-05-10,13,320.13
2023-05-10,14,319.15
2023-05-10,15,187.89
2023-05-10,16,281.4
2023-05-10,17,518.12
2023-05-10,18,244.51
2023-05-10,19,249.82
2023-05-10,20,290.77
2023-05-10,21,534.63
2023-05-11,8,64.6
2023-05-11,9,493.8
2023-05-11,10,352.64
2023-05-11,11,656.0
2023-05-11,12,717.36
2023-05-11,13,498.42
2023-05-11,14,296.3
2023-05-11,15,233.87
2023-05-11,16,219.64
2023-05-11,17,521.89
2023-05-11,18,377.05
2023-05-11,19,89.3
2023-05-11,20,213.34
2023-05-11,21,158.83
2023-05-12,8,308.17
2023-05-12,9,333.85
2023-05-12,10,288.13
2023-05-12,11,406.31
2023-05-12,12,562.38
2023-05-12,13,530.68
2023-05-12,14,156.28
2023-05-12,15,424.26
2023-05-12,16,815.41
2023-05-12,17,598.53
2023-05-12,18,470.94
2023-05-12,19,239.53
2023-05-12,20,419.01
2023-05-12,21,301.7
2023-05-13,8,224.42
2023-05-13,9,1154.99
2023-05-13,10,892.12
2023-05-13,11,252.77
2023-05-13,12,590.29
2023-05-13,13,659.01
2023-05-13,14,378.72
2023-05-13,15,752.02
2023-05-13,16,284.07
2023-05-13,17,836.37
2023-05-13,18,744.08
2023-05-13,19,323.43
2023-05-13,20,854.32
2023-05-13,21,571.65
2023-05-14,8,317.16
2023-05-14,9,412.7
2023-05-14,10,603.61
2023-05-14,11,421.04
2023-05-14,12,268.99
2023-05-14,13,365.64
2023-05-14,14,225.11
2023-05-14,15,386.04
2023-05-14,16,966.84
2023-05-14,17,1319.29
2023-05-14,18,1247.1
2023-05-14,19,504.76
2023-05-14,20,978.99
2023-05-14,21,608.92
2023-05-15,8,484.72
2023-05-15,9,296.84
2023-05-15,10,142.06
2023-05-15,11,468.98
2023-05-15,12,587.19
2023-05-15,13,534.27
2023-05-15,14,441.37
2023-05-15,15,333.24
2023-05-15,16,817.16
2023-05-15,17,753.82
2023-05-15,18,934.34
2023-05-15,19,244.79
2023-05-15,20,386.98
2023-05-15,21,127.64
2023-05-16,8,94.29
2023-05-16,9,239.61
2023-05-16,10,190.06
2023-05-16,11,267.29
2023-05-16,12,712.74
2023-05-16,13,270.29
2023-05-16,14,150.5
2023-05-16,15,413.92
2023-05-16,16,344.24
2023-05-16,17,528.65
2023-05-16,18,476.09
2023-05-16,19,233.36
2023-05-16,20,200.97
2023-05-16,21,170.54
2023-05-17,8,284.42
2023-05-17,9,190.88
2023-05-17,10,76.85
2023-05-17,11,175.37
2023-05-17,12,465.5
2023-05-17,13,709.67
2023-05-17,14,190.33
2023-05-17,15,192.37
2023-05-17,16,825.18
2023-05-17,17,222.59
2023-05-17,18,279.01
2023-05-17,19,206.98
2023-05-17,20,192.5
2023-05-17,21,341.64
2023-05-18,8,502.51
2023-05-18,9,375.13
2023-05-18,10,155.35
2023-05-18,11,531.82
2023-05-18,12,314.34
2023-05-18,13,335.54
2023-05-18,14,199.95
2023-05-18,15,348.48
2023-05-18,16,970.75
2023-05-18,17,198.81
2023-05-18,18,256.17
2023-05-18,19,623.36
2023-05-18,20,307.61
2023-05-18,21,453.44
2023-05-19,8,281.8
2023-05-19,9,206.95
2023-05-19,10,249.15
2023-05-19,11,133.21
2023-05-19,12,250.02
2023-05-19,13,158.63
2023-05-19,14,376.56
2023-05-19,15,290.05
2023-05-19,16,636.57
2023-05-19,17,480.69
2023-05-19,18,768.51
2023-05-19,19,119.3
2023-05-19,20,676.32
2023-05-19,21,312.93
2023-05-20,8,612.53
2023-05-20,9,795.27
2023-05-20,10,974.67
2023-05-20,11,707.02
2023-05-20,12,740.39
2023-05-20,13,882.69
2023-05-20,14,630.06
2023-05-20,15,479.22
2023-05-20,16,693.21
2023-05-20,17,896.95
2023-05-20,18,654.44
2023-05-20,19,511.76
2023-05-20,20,484.76
2023-05-20,21,533.2
2023-05-21,8,872.95
2023-05-21,9,609.38
2023-05-21,10,863.79
2023-05-21,11,1040.44
2023-05-21,12,704.55
2023-05-21,13,1086.39
2023-05-21,14,614.7
2023-05-21,15,526.15
2023-05-21,16,310.81
2023-05-21,17,1094.1
2023-05-21,18,596.99
2023-05-21,19,788.05
2023-05-21,20,990.32
2023-05-21,21,220.35
2023-05-22,8,165.19
2023-05-22,9,328.97
2023-05-22,10,113.21
2023-05-22,11,359.51
2023-05-22,12,319.89
2023-05-22,13,356.1
2023-05-22,14,331.83
2023-05-22,15,474.27
2023-05-22,16,699.21
2023-05-22,17,580.8
2023-05-22,18,504.91
2023-05-22,19,171.74
2023-05-22,20,376.1
2023-05-22,21,514.29
2023-05-23,8,434.01
2023-05-23,9,480.41
2023-05-23,10,243.46
2023-05-23,11,406.49
2023-05-23,12,327.19
2023-05-23,13,215.25
2023-05-23,14,243.22
2023-05-23,15,100.57
2023-05-23,16,691.47
2023-05-23,17,757.11
2023-05-23,18,715.44
2023-05-23,19,461.42
2023-05-23,20,213.5
2023-05-23,21,442.99
2023-05-24,8,425.19
2023-05-24,9,385.31
2023-05-24,10,431.11
2023-05-24,11,191.18
2023-05-24,12,232.26
2023-05-24,13,350.66
2023-05-24,14,504.92
2023-05-24,15,529.04
2023-05-24,16,218.46
2023-05-24,17,749.75
2023-05-24,18,275.45
2023-05-24,19,358.05
2023-05-24,20,164.68
2023-05-24,21,100.31
2023-05-25,8,461.32
2023-05-25,9,193.64
2023-05-25,10,191.26
2023-05-25,11,150.17
2023-05-25,12,342.08
2023-05-25,13,397.9
2023-05-25,14,164.95
2023-05-25,15,144.94
2023-05-25,16,317.71
2023-05-25,17,516.72
2023-05-25,18,376.41
2023-05-25,19,173.94
2023-05-25,20,253.47
2023-05-25,21,221.62
2023-05-26,8,125.21
2023-05-26,9,301.28
2023-05-26,10,386.24
2023-05-26,11,508.76
2023-05-26,12,557.24
2023-05-26,13,560.87
2023-05-26,14,386.78
2023-05-26,15,76.4
2023-05-26,16,315.96
2023-05-26,17,170.43
2023-05-26,18,697.86
2023-05-26,19,146.53
2023-05-26,20,537.24
2023-05-26,21,253.09
2023-05-27,8,232.96
2023-05-27,9,951.7
2023-05-27,10,763.21
2023-05-27,11,748.48
2023-05-27,12,913.8
2023-05-27,13,324.35
2023-05-27,14,307.37
2023-05-27,15,822.92
2023-05-27,16,444.73
2023-05-27,17,711.45
2023-05-27,18,820.24
2023-05-27,19,791.74
2023-05-27,20,335.79
2023-05-27,21,357.09
2023-05-28,8,391.79
2023-05-28,9,557.02
2023-05-28,10,275.7
2023-05-28,11,615.6
2023-05-28,12,708.84
2023-05-28,13,652.84
2023-05-28,14,496.26
2023-05-28,15,613.84
2023-05-28,16,1245.12
2023-05-28,17,1184.06
2023-05-28,18,966.3
2023-05-28,19,526.31
2023-05-28,20,211.75
2023-05-28,21,817.33
2023-05-29,8,251.81
2023-05-29,9,214.88
2023-05-29,10,562.78
2023-05-29,11,347.11
2023-05-29,12,135.98
2023-05-29,13,681.89
2023-05-29,14,222.56
2023-05-29,15,111.51
2023-05-29,16,871.04
2023-05-29,17,172.9
2023-05-29,18,566.98
2023-05-29,19,396.7
2023-05-29,20,286.77
2023-05-29,21,476.59
2023-05-30,8,100.7
2023-05-30,9,127.21
2023-05-30,10,122.9
2023-05-30,11,495.94
2023-05-30,12,381.14
2023-05-30,13,851.66
2023-05-30,14,180.91
2023-05-30,15,325.76
2023-05-30,16,919.3
2023-05-30,17,461.82
2023-05-30,18,393.83
2023-05-30,19,304.59
2023-05-30,20,250.74
2023-05-30,21,204.52
2023-05-31,8,339.15
2023-05-31,9,284.0
2023-05-31,10,317.12
2023-05-31,11,574.63
2023-05-31,12,620.8
2023-05-31,13,348.21
2023-05-31,14,521.2
2023-05-31,15,174.34
2023-05-31,16,448.95
2023-05-31,17,367.57
2023-05-31,18,791.49
2023-05-31,19,227.16
2023-05-31,20,133.72
2023-05-31,21,167.83
2023-06-01,8,399.89
2023-06-01,9,353.46
2023-06-01,10,496.82
2023-06-01,11,162.06
2023-06-01,12,822.6
2023-06-01,13,256.25
2023-06-01,14,290.89
2023-06-01,15,482.0
2023-06-01,16,269.06
2023-06-01,17,651.64
2023-06-01,18,262.05
2023-06-01,19,102.84
2023-06-01,20,251.57
2023-06-01,21,419.5
2023-06-02,8,236.01
2023-06-02,9,170.41
2023-06-02,10,806.11
2023-06-02,11,227.83
2023-06-02,12,568.42
2023-06-02,13,491.94
2023-06-02,14,272.1
2023-06-02,15,453.99
2023-06-02,16,940.79
2023-06-02,17,600.33
2023-06-02,18,493.6
2023-06-02,19,362.82
2023-06-02,20,225.25
2023-06-02,21,382.04
2023-06-03,8,690.7
